BEGIN_BASIC_INFO
  52  # num of atoms 
 156  # num of modes 
END_BASIC_INFO

BEGIN_DATA_1
  BEGIN_DESCRIPTION_1

                 2         2
                  2       2
                   2     2
               D2  |2   2
                   | 222
                   |  |
                   |  |
              1    |  | 1
               1   |  |1
                1  |  1
                 1 | 1  D1
                  111

    Q1 = S(1 <- 2) Q2 + D2
    Q1 = S2        Q2 + D2
    Q2 = S(2 <- 1) Q1 + D1
    Q2 = S1        Q1 + D1
    n              : index of mode, from 1 to 3n
    m              : index of mode, from 1 to 3n-6
    sym            : irreducible representation
    freq   (cm-1 ) : frequency
    D      (a.u. ) : displacement of mode
    delta  ( 1   ) : dimensionless projection, delta = D * SQRT(freq)
    HR     ( 1   ) : Huang-Rhys factor, HR = 0.5 * delta^2 
    lam    (cm-1 ) : reorganization energy, lam = HR * \hbar * freq
	ZPE1 (Ground ) :   93747.9785898 cm-1
	ZPE2 (Excited) :   93057.0567109 cm-1
	ZPE2 - ZPE1    :     -690.9218789 cm-1
  END_DESCRIPTION_1
  BEGIN_OUTPUT_1
============================================================================================================================================
   n   m sym1   freq1         D1     delta1        HR1       lam1 sym2   freq2         D2     delta2        HR2       lam2    g    e   S(g,e)
 4.110579e-06  1.834353e-06 -2.729987e-06  4.623386e-03 -1.685728e-05 -2.177921e-06  3.808036e-03 -1.425162e-05  1.310959e-03  2.276924e-05
 9.900644e-01 -3.049022e-05  6.746661e-02 -4.007202e-04 -3.826577e-06  8.120904e-05  7.318752e-06  1.189841e-02 -3.034673e-05 -1.229894e-02
 7.551370e-02 -5.737823e-02 -4.142620e-05  4.914304e-06  3.945141e-02  9.216111e-06 -2.428900e-06  5.458353e-06  1.409943e-02  5.320483e-06
 1.194063e-03  8.661805e-03 -1.618127e-05  2.235417e-06  3.026144e-02  8.500295e-07  2.793004e-02  5.410227e-03 -7.680910e-04  6.786047e-06
 8.166042e-06 -3.633824e-07  5.893751e-03  3.960519e-06  1.043081e-02  2.414772e-06  1.977818e-06  1.442740e-05  7.575885e-04 -3.785384e-02
-3.359480e-03  6.793977e-07  3.566911e-02  2.053834e-02 -1.185025e-06 -3.968924e-03 -9.585409e-04  6.816950e-08  3.396124e-05 -5.973301e-08
 3.406112e-04  2.889999e-04 -1.741588e-07 -1.932272e-05  6.840392e-08 -7.118023e-04 -3.516083e-08 -1.305959e-06  1.642180e-08 -6.942964e-05
 1.103228e-06 -1.316957e-08  1.983979e-03  2.352512e-05 -9.396950e-08  5.400689e-07 
  MODE      92
 1.865409e-06  1.314943e-07 -3.526104e-07 -2.366713e-06  8.545112e-05  3.447247e-05  5.626366e-06  1.055604e-05 -2.656753e-05  2.089518e-04
-3.505999e-05 -2.023311e-05  2.433066e-05 -1.154975e-03  9.280560e-08  1.080812e-04  1.778895e-03  3.479743e-05  6.817556e-05 -1.682657e-05
 2.705453e-06 -8.384102e-04  2.033811e-04  1.076257e-04 -1.875970e-03  5.938151e-07 -5.341208e-07 -1.892758e-04  1.055786e-05 -8.547065e-07
-2.589902e-07  3.192520e-04 -1.172244e-03 -7.531771e-05  1.783302e-03  2.172093e-05  5.238120e-05 -2.078307e-04 -3.235729e-04  4.744270e-04
 2.320431e-03 -2.386741e-05 -1.052168e-03 -6.036937e-06  2.348385e-04 -1.379082e-05 -1.832494e-04  5.512846e-05 -4.420248e-06 -1.978787e-03
-4.701533e-05  1.597668e-05  1.258715e-05  1.845053e-05  1.195419e-05 -8.524099e-05 -1.670318e-04 -3.302377e-05  1.344283e-06 -1.244476e-05
 6.025475e-05 -8.367376e-06 -1.624636e-06 -3.551096e-09 -1.323548e-02 -9.251891e-06 -1.452092e-05 -4.778896e-06 -2.875457e-03 -3.117881e-05
-7.071958e-05  2.487609e-05 -2.425248e-06 -6.976153e-06  8.400005e-07  6.813666e-07  1.356404e-02  9.211731e-06  3.979214e-07  1.461629e-06
 9.104422e-06  4.177033e-06  7.561984e-06 -4.213590e-03  1.135916e-05  2.106486e-07 -2.142666e-04  1.731477e-05  1.400456e-03  2.667037e-05
 7.200685e-02  9.731993e-05 -9.953378e-01 -3.617162e-03 -1.849311e-05 -6.454173e-05 -2.768429e-05  1.003708e-02  7.808824e-05  6.030648e-03
-6.577218e-02 -8.829478e-03  1.568498e-05 -2.396186e-05  1.265866e-02 -1.925781e-04 -1.618370e-05  1.111627e-05  4.681310e-03  6.547553e-06
 1.439571e-03  1.017749e-02 -1.896772e-06  2.887055e-07  8.115645e-03  1.427105e-07  1.506168e-02  3.518140e-03 -4.901688e-04 -4.958374e-06
 7.504839e-08  8.800376e-07 -1.497485e-03 -7.945860e-07 -4.154164e-03  4.459081e-06 -5.047399e-07  1.175757e-05  4.668832e-05 -6.547051e-03
 5.696608e-03 -2.160830e-07 -4.218689e-02  6.180581e-03 -1.190870e-06 -4.337599e-03 -1.125460e-03  2.030747e-07  5.179942e-05 -7.942438e-08
-4.250582e-04  8.620138e-04 -7.389048e-07 -7.323451e-05 -1.097706e-07 -7.927923e-04  1.352636e-07 -1.674625e-04  6.271611e-07  6.304366e-05
-6.526611e-07  5.609671e-08 -1.845139e-03  9.043700e-05 -1.210378e-07 -4.285030e-07 
  MODE      93
-6.768159e-06 -5.618479e-08  2.823969e-06 -2.703551e-05  1.221737e-05  6.507832e-08  2.753260e-05  6.596720e-06 -3.808706e-06 -5.271868e-05
 2.068613e-05 -1.852042e-04 -4.146618e-05 -2.969719e-05 -1.349916e-03 -3.678547e-05 -1.267981e-05 -8.996220e-05 -3.517718e-05  5.791275e-05
-1.467134e-03  1.041663e-05 -2.853477e-05 -1.457165e-04  7.361703e-06 -1.260057e-06  9.917269e-08  2.794146e-04  1.356201e-03  2.207309e-06
 2.153863e-06 -1.415930e-04 -2.987786e-05  4.725024e-05 -1.667692e-04  1.720936e-03 -2.211389e-03  3.015892e-04  2.678035e-05 -1.447984e-04
 6.741791e-05  9.632498e-04  4.351883e-05 -2.486103e-03 -4.032822e-05  2.529656e-03  2.700016e-04 -3.399778e-05 -6.920421e-03  5.433777e-05
-1.394425e-05 -3.074274e-05 -8.618508e-06 -2.616621e-05 -8.448558e-06  1.335475e-04 -7.587961e-06  4.912334e-05  9.715624e-03 -5.120123e-02
-1.631497e-05  5.619514e-06  1.056235e-06 -7.377337e-08 -1.478859e-05  7.444409e-06  1.708406e-05  3.565470e-06  1.204133e-05  5.049747e-05
-1.481799e-05  5.170690e-02  1.971321e-06  9.971282e-06  6.284122e-07 -5.274420e-07  4.718764e-06 -6.219439e-03  1.562913e-07 -1.315453e-06
-1.418318e-06 -5.733742e-06  5.204044e-02 -2.531786e-06  1.464342e-03 -4.374703e-03 -2.523391e-07  1.772991e-02 -1.375292e-04  5.983349e-03
 1.680877e-06  8.262549e-01  9.342730e-05 -8.112588e-06  2.786367e-03  3.887599e-01 -1.339876e-01  1.279242e-05  3.137680e-01  2.668805e-05
-1.537214e-05 -1.964638e-06  2.505223e-02 -1.732121e-01  1.743296e-05  4.601205e-05  1.107980e-02  7.252941e-02  1.899569e-05 -3.265153e-04
-8.246017e-06  6.554196e-06 -6.415030e-02  1.831022e-03  3.948488e-06 -3.858075e-02  1.182673e-05 -1.383847e-04 -7.533525e-04 -1.050546e-02
 2.015644e-02  9.804441e-05  1.363758e-06  5.904874e-03  1.831350e-06  2.941701e-02 -3.695885e-03 -2.298251e-04  3.494061e-05  2.294704e-06
-2.447023e-08  1.283414e-03  3.488719e-06 -5.675461e-08 -5.853483e-03  3.254631e-07 -1.532616e-08  7.135206e-04  2.326467e-07  7.836027e-05
 2.575219e-07  6.278662e-08  1.650212e-04 -1.137619e-06 -1.662553e-03  7.392933e-08 -1.380238e-04  1.191429e-07  9.630468e-06  1.441189e-06
 2.946645e-05  1.711952e-03  6.750173e-07  2.662145e-08  1.505419e-04  1.304906e-03 
  MODE      94
 3.282492e-07 -2.086941e-07 -8.270788e-08  1.377708e-06 -2.992095e-05 -5.961644e-07 -9.598528e-07  9.013750e-07  5.230802e-06 -2.724243e-04
 4.206150e-06 -2.142028e-05 -3.526797e-06 -2.524082e-04  2.112449e-06 -8.199800e-06 -2.335802e-04  2.152368e-06 -6.305837e-06 -4.771054e-06
 1.342809e-05  3.322554e-04 -9.591930e-06 -1.872762e-05  9.864503e-04  2.993372e-07 -2.033663e-07  2.049122e-05 -1.040935e-04  8.332744e-08
-7.206291e-10 -2.520142e-05  7.244212e-04  7.482487e-06  3.377295e-03 -7.401362e-05 -1.620780e-04  3.785342e-05  1.232345e-05 -2.956370e-05
-9.817237e-04  5.752030e-05 -7.742316e-04 -4.151013e-05 -1.074496e-03 -4.699197e-05  1.533822e-05 -5.158010e-06 -8.329543e-06 -3.094171e-04
-2.393816e-06 -7.202057e-06 -1.343909e-06 -1.210037e-06 -1.299099e-06  1.772716e-05  4.417296e-06 -3.872849e-07 -9.157849e-06  1.199982e-05
-2.301082e-05  9.175701e-07  1.438185e-06  1.829818e-06 -5.695942e-05  8.619300e-07 -3.116277e-08  2.414172e-07  1.562111e-04  6.807440e-06
 5.245735e-06  2.174622e-05 -1.035463e-08 -1.784424e-07 -1.577533e-06  2.135677e-06  1.136255e-04  1.384443e-06  1.862973e-07 -3.677644e-07
 6.009900e-06 -1.934536e-06 -1.199020e-05 -1.596091e-04 -1.636143e-05 -1.424283e-05  1.377908e-04  6.399792e-06  2.457852e-02  1.869642e-03
 5.798099e-04  9.555935e-05 -3.596775e-03  9.982527e-01  6.056544e-02 -5.888769e-04  1.720102e-04 -2.310780e-03  4.678704e-05 -2.866724e-04
 4.197994e-04 -3.577767e-04  5.912906e-05  6.083227e-05  1.714056e-05 -4.247093e-03  2.377760e-04 -1.033096e-05  7.541129e-04  3.107396e-04
-5.720569e-03 -6.515631e-05  8.013724e-06  5.497246e-05  1.198101e-04  4.673589e-06  2.283781e-04 -7.231543e-04  1.500845e-04  4.338152e-05
-1.197874e-05 -5.677832e-06 -3.154027e-05 -1.242595e-05 -2.353304e-04 -1.610205e-05  3.167846e-06 -2.210942e-04 -3.058376e-03  3.424647e-05
 3.194470e-05  7.080528e-07  1.359230e-04  3.820980e-05  5.118121e-06 -9.283115e-06  8.617582e-06 -7.285594e-07 -1.026913e-05 -7.198208e-07
-9.513784e-06  9.892162e-05  2.492779e-05  4.004523e-04 -1.191524e-06  2.193206e-07 -1.269972e-06  9.196919e-06  1.075819e-06 -2.160783e-06
-2.727255e-07 -1.028540e-06 -1.991178e-05  4.041193e-06 -7.517831e-07  2.993580e-06 
  MODE      95
 8.935631e-07  3.287569e-08  7.692693e-09  2.450745e-05  6.259174e-06  7.000578e-06  4.547238e-06  1.724350e-06 -8.206230e-06 -4.957191e-06
-9.109088e-06 -3.740842e-04  3.291493e-06  2.497051e-06  3.645991e-05  2.429430e-05  8.091819e-06  5.224343e-06  1.154593e-05 -3.091045e-06
 2.374682e-04 -1.486433e-05  5.680601e-05  1.297083e-05 -5.209228e-05  1.929842e-07 -2.970310e-07 -2.754587e-05 -1.833822e-03 -2.809114e-07
-7.948238e-07  6.869581e-05 -5.326722e-05 -1.415107e-05 -2.583722e-04 -1.315172e-03 -2.864866e-03 -1.813790e-05 -8.714165e-05  1.106410e-04
 8.286489e-05  1.019702e-03  6.161079e-05 -7.252263e-04  4.451493e-05 -8.208555e-04 -2.601498e-05  1.008224e-05 -1.466042e-04  4.011030e-05
-1.576926e-05 -4.165376e-06  2.361054e-06  2.782265e-06  2.887064e-06 -4.382236e-06 -4.639112e-05 -6.530445e-06 -1.499844e-04  2.112048e-04
-4.558184e-06 -1.076008e-06  1.343041e-06  9.529801e-07 -1.681490e-06 -1.258607e-06 -1.966348e-06  9.429384e-07 -4.538664e-06 -4.250698e-06
-1.966074e-05  3.825341e-04 -3.905969e-07 -9.538170e-07 -2.293202e-06  1.386190e-06 -9.477871e-06 -3.223461e-05 -5.426979e-07 -6.117778e-07
 3.214214e-06 -6.309602e-06 -2.059713e-04  1.071908e-05 -2.363315e-04 -3.564462e-04 -1.411837e-05  1.132248e-04 -1.888436e-03  2.458272e-02
-2.807552e-05  1.630217e-03  2.000760e-04 -6.056756e-02  9.982017e-01 -1.022740e-02  3.118839e-03  1.290812e-04  8.585198e-04  9.080214e-06
-2.418600e-05  2.487276e-05  9.633036e-04  1.058565e-03 -8.015537e-07  2.597192e-04  4.189476e-03 -2.071026e-04 -4.448772e-05  5.773608e-03
 3.033614e-04  5.535016e-06  1.493741e-04  9.602772e-04 -6.545054e-06  8.496411e-05 -1.010636e-05  1.443128e-04  8.049170e-04  7.603373e-04
-2.189545e-04 -5.540395e-05 -3.542191e-07 -2.098962e-04  1.664716e-05 -2.768688e-04  5.839832e-05 -3.052327e-03  2.356370e-04 -2.805078e-06
-2.151833e-06  1.329187e-05 -7.562750e-06 -1.691314e-06  9.100957e-05  5.813883e-07 -4.745461e-07 -1.285118e-05  4.497658e-07 -1.149433e-05
 6.130650e-07 -5.633074e-06  4.110321e-04 -2.523938e-05 -2.017986e-05 -3.234169e-08 -2.400894e-05  8.421701e-08  9.586828e-06  3.143034e-07
-2.784339e-06 -1.838464e-05  1.216369e-06 -1.251631e-06  5.259362e-06  5.198921e-05 
  MODE      96
 3.057223e-06  1.219743e-07 -1.461187e-06  1.736245e-05 -8.401944e-06 -3.736360e-06 -1.474452e-05 -3.723681e-06  6.392798e-06  3.720011e-05
-4.107252e-06 -4.834227e-05  1.555614e-05  2.063271e-05  1.214790e-04  2.812260e-06  9.179624e-06  3.488677e-05  1.043732e-05 -2.343355e-05
-5.982074e-04 -8.175660e-06 -2.194646e-05  4.746559e-05 -6.990440e-06  8.749006e-07 -3.057181e-07 -9.445779e-05 -1.081285e-03 -7.776980e-07
-1.016595e-07  2.662982e-05  1.994444e-05 -1.467077e-05  1.188311e-04 -1.211521e-03  5.039369e-04 -1.010621e-04  4.212550e-05  1.799821e-06
-4.912209e-05 -4.704172e-03 -3.118995e-05  2.925822e-03  2.886332e-05 -3.129488e-03 -8.993878e-05  1.007966e-05  1.089233e-02 -3.816103e-05
 1.584949e-05  1.152939e-05  2.540327e-06  8.725127e-06  1.568217e-06 -4.548419e-05  3.302843e-05 -1.599034e-05  1.607847e-03  1.257980e-02
 1.171425e-05 -1.852217e-06 -5.906941e-07 -7.353011e-07  1.136699e-05 -3.757515e-06 -6.264173e-06 -3.003270e-06 -1.216865e-05 -1.712258e-05
 2.415780e-05 -4.072651e-02 -5.969730e-07 -4.387334e-06 -3.614100e-07  5.953144e-07  5.123237e-06 -4.610858e-03  5.239188e-07  1.857927e-06
-1.248254e-06  1.743276e-06 -1.114513e-02  3.211861e-06  2.913267e-02  1.555331e-02 -1.350982e-07 -1.348880e-02  6.368276e-05 -2.376327e-03
-9.111691e-05 -2.944222e-01 -1.222631e-04 -3.237146e-05  1.007197e-02  9.010224e-01  3.833533e-02  5.607295e-06 -2.837151e-01 -2.507568e-05
 3.111613e-05 -2.171744e-06 -1.012972e-01  2.655202e-02 -1.098665e-05 -3.457762e-05 -2.427108e-03 -2.294160e-02 -4.149119e-06  2.420949e-04
 8.340169e-06 -5.206299e-07  5.144513e-03 -6.021879e-02  2.158708e-06  2.215887e-02 -3.993084e-06 -3.526978e-04 -2.640070e-03 -5.360620e-02
 7.333847e-03  6.364802e-04 -1.125395e-06  1.914317e-02 -5.883180e-06  3.422694e-05  1.549396e-03  7.752645e-05 -2.320363e-05  4.018091e-06
 1.395149e-06  2.254410e-03 -1.142669e-05 -2.566397e-06 -5.520568e-03 -7.145684e-08 -6.767421e-08  4.623234e-06  1.506741e-07  4.851964e-05
-5.977107e-07  2.084535e-07  7.431958e-07  3.491981e-07  2.420496e-04  3.354833e-08  7.782995e-06  2.240644e-08  4.538895e-06 -1.216924e-06
-2.529638e-05  3.727647e-04 -1.181031e-06  6.344857e-08 -4.624894e-05 -2.928557e-03 
  MODE      97
-1.845608e-06 -3.664246e-07  5.714151e-07  3.285805e-06 -5.776489e-05 -5.150398e-05 -9.498854e-06 -1.554806e-05  4.559940e-05 -2.029371e-04
 5.683389e-05  2.863259e-05 -3.980326e-05  1.382881e-03  1.125986e-07 -1.702641e-04 -1.258295e-03 -4.520572e-05 -1.082291e-04  1.631220e-05
-4.359574e-06  3.732427e-04 -3.164365e-04 -1.772874e-04 -4.725759e-04 -1.110132e-06  1.000152e-07  2.967439e-04 -1.280791e-05  1.621239e-06
 2.824956e-06 -5.067719e-04 -1.269368e-03  1.187730e-04 -6.217417e-04 -2.947664e-05 -7.277424e-05  3.534141e-04  4.993068e-04 -7.401567e-04
-7.383931e-03  3.405993e-05 -1.367873e-03  8.980125e-06  1.007257e-03  1.731063e-05  2.787786e-04 -8.539885e-05  4.248131e-06  2.590850e-03
 7.033544e-05 -3.104417e-05 -1.656537e-05 -2.741723e-05 -2.166705e-05  1.496697e-04  2.546944e-04  4.508824e-05 -4.923376e-07  9.048880e-06
-5.692024e-03  1.238277e-05  5.583221e-06  2.556816e-06  6.002905e-03  1.254235e-05  1.856653e-05  4.117259e-06 -3.774522e-03  5.960767e-05
 1.055200e-04 -7.217600e-06  2.643318e-06  8.927891e-06  2.662315e-07 -7.068162e-07 -2.332458e-02 -9.731508e-06  5.223584e-07 -1.444952e-06
-1.240507e-05 -8.902364e-06  5.411674e-06  1.209046e-02 -3.375253e-06 -4.369100e-07  6.609085e-03 -7.270609e-06 -1.413744e-03 -1.698427e-05
 1.978598e-02  3.454602e-05 -1.230081e-02 -2.248154e-03 -1.567839e-05  2.586770e-05  2.419572e-04 -9.367628e-01  6.072536e-05 -3.267203e-01
-1.649451e-02  6.854131e-02  6.517324e-05  1.105922e-05 -3.617776e-02  4.689242e-04  1.711067e-05 -8.155247e-06 -2.568244e-02 -1.062502e-05
-3.977923e-03 -3.340525e-02  1.145878e-05  4.809506e-06 -5.058412e-02 -1.393864e-05 -4.628478e-02 -1.005355e-02  1.417816e-03  6.982388e-06
-9.447004e-06  7.312376e-07 -5.013376e-03 -8.021859e-06  1.079653e-04 -5.562749e-06 -3.641841e-06 -2.200733e-05 -3.885793e-04  1.978613e-02
-3.169127e-03 -1.212539e-06 -7.320207e-04  1.567797e-02  3.034817e-06  9.693882e-03 -1.333921e-04  1.042946e-07 -8.256685e-05 -1.857513e-07
 2.685052e-04  3.651755e-04 -4.213381e-07 -6.517958e-05 -5.827056e-07 -4.744525e-04  6.571561e-09  4.511535e-04 -1.502565e-06  2.288956e-05
-1.510800e-06  1.407925e-07  1.142725e-04 -2.873400e-04  3.473028e-07  7.920716e-08 
  MODE      98
 1.594153e-06  6.477777e-07 -2.914666e-08  3.119926e-05  8.808447e-06  1.995132e-05  1.443536e-06  5.546677e-06 -1.626406e-05 -4.071706e-05
-2.482840e-05  1.079585e-04  1.912649e-05 -2.393805e-05  2.748296e-04  6.827025e-05 -9.944263e-06  3.523443e-05  4.080883e-05 -1.962229e-05
-9.699535e-04  8.079080e-06  1.343982e-04  8.526354e-05  7.543744e-06  1.122086e-06 -1.292638e-07 -1.600600e-04 -1.176879e-03 -1.109397e-06
-2.343229e-06  1.995484e-04 -2.319015e-05 -4.580083e-05 -1.330002e-04  2.036085e-03  4.114671e-04 -1.701383e-04 -2.082585e-04  2.983682e-04
 5.690338e-05  1.978329e-03  3.540191e-05  1.625240e-03 -3.387280e-05 -1.196678e-03 -1.565091e-04  3.337702e-05  4.657158e-04  4.423549e-05
-2.878976e-05  1.406461e-05  6.360654e-06  1.623943e-05  7.927373e-06 -7.238023e-05 -1.056458e-04 -2.770786e-05  3.442729e-03  8.088272e-04
-1.168154e-05 -4.105028e-06  1.427612e-06  3.528482e-06 -1.023297e-05 -6.599629e-06 -1.347345e-05  1.438013e-06  1.127326e-05 -2.494266e-05
-4.721201e-05  3.866872e-04 -2.379938e-06 -4.336488e-06 -8.297169e-07  3.225983e-07 -5.886607e-06  1.725663e-02 -3.200695e-07  1.944574e-06
 7.417404e-06  1.345824e-06  7.054749e-03 -5.796658e-06 -8.009421e-03  3.926154e-04 -2.270827e-06 -1.491457e-02  5.186134e-07 -9.360334e-04
-4.731906e-06  7.150194e-02 -7.556332e-06  1.822856e-05 -2.931745e-03  4.784688e-02  9.764911e-01  2.369635e-04  1.759780e-01  9.684119e-05
 1.963530e-05 -2.501471e-05  7.017893e-02  8.987562e-03  1.578121e-05  4.249053e-05 -2.405447e-04 -9.614763e-03 -2.653015e-06  6.110941e-04
-1.637161e-05  1.416428e-05  2.103075e-02  2.088461e-02  1.381643e-05 -1.415665e-02  1.609103e-05  1.213762e-04  1.015855e-03  1.375327e-02
-1.453462e-02  1.789788e-03  3.001905e-06 -1.069801e-02  8.430758e-06 -7.155953e-03 -5.638908e-03 -5.090016e-05  2.335593e-05 -7.565903e-06
-2.019355e-07 -1.390473e-03  1.366262e-06 -4.161746e-06  5.995893e-03 -2.857018e-06  1.529435e-07  1.487983e-04 -5.163559e-07 -6.758746e-05
-1.720531e-07  8.203324e-09 -2.454758e-06 -9.900442e-07 -3.153382e-04  2.034360e-07  5.624244e-05  1.727603e-06  4.112220e-04  2.729506e-07
 2.578608e-05  1.969298e-04 -2.196003e-07 -1.638285e-07 -2.725804e-04 -7.032234e-05 
  MODE      99
 1.206873e-06 -2.906060e-07 -9.944564e-08  3.254826e-06  4.410915e-05 -4.603953e-05 -1.362762e-05 -1.404640e-05  5.048481e-05 -4.374527e-04
 5.292898e-05  2.956462e-05 -3.358539e-05  2.044038e-03 -2.626386e-08 -1.580685e-04 -2.096590e-03 -9.122777e-06 -1.020356e-04 -1.443957e-05
-4.903139e-06  5.662213e-04 -2.975621e-04 -1.575932e-04 -7.649168e-04 -5.062005e-07  6.488503e-07  2.221329e-04 -1.405030e-05  1.394754e-06
 1.121177e-06 -4.829392e-04 -2.190180e-03  1.135329e-04 -1.584570e-03 -3.182443e-05 -7.802825e-05  3.195670e-04  4.753596e-04 -7.065942e-04
-1.257931e-02  3.712230e-05 -6.111753e-03  1.047357e-05  2.691574e-03  1.999744e-05  1.963082e-04 -8.093112e-05  5.486234e-06  7.397521e-03
 6.672983e-05 -3.701962e-05 -1.560631e-05 -1.899380e-05 -2.054361e-05  1.421625e-04  2.419100e-04  2.170162e-05 -1.635069e-06  1.203980e-05
-7.685442e-03  1.205067e-05  6.436452e-07 -1.085717e-06  1.002759e-02  1.302091e-05  1.256445e-05  5.070188e-06 -1.063954e-02  5.419336e-05
 1.031930e-04 -4.810557e-06  1.625677e-06  4.256590e-06 -4.186954e-07 -1.195918e-06 -1.184142e-02 -5.685868e-06  2.084223e-07 -1.687274e-06
-1.465006e-05 -5.594443e-06  5.212314e-06  9.030809e-03 -3.276907e-06 -1.639005e-07  1.291793e-03 -2.674025e-06  2.010602e-04  1.034918e-05
 6.093533e-03  2.272689e-05 -4.413448e-03  5.941598e-04 -6.047986e-06 -1.494366e-06 -5.738574e-07  3.458422e-01  2.079664e-05 -9.146045e-01
-2.407339e-02  1.348861e-01  9.631354e-05  1.920885e-05 -7.296165e-02  1.485343e-04  2.981625e-05 -1.381465e-05 -4.007945e-02 -2.295156e-05
-4.754105e-03 -5.475793e-02  1.260439e-05 -2.269721e-06 -8.521522e-02 -1.638111e-05 -7.918920e-02 -1.681009e-02  2.378132e-03  7.458400e-06
-1.064238e-05  8.535216e-07 -1.467674e-02 -1.114026e-05 -6.175901e-03 -7.816574e-06 -4.928219e-06 -2.416931e-05 -5.201199e-04  3.761011e-02
-3.579875e-03 -1.290266e-07 -7.915920e-04  2.607194e-02  2.433197e-06  9.984162e-03 -1.502429e-04  7.019897e-08 -3.705993e-05  2.403766e-07
 3.670599e-04  1.552954e-04  8.223178e-07  1.036515e-05 -3.006573e-07 -8.235174e-04 -1.208873e-07  1.343250e-05 -8.613288e-08 -2.624326e-05
 4.353954e-07  5.267725e-08  2.111997e-04 -5.517723e-06  6.359456e-08  3.458291e-07 
  MODE     100
 3.614960e-06 -6.183751e-07 -1.149219e-06  5.250814e-05 -7.598332e-06  6.590277e-06 -1.042171e-05  6.550446e-06  1.395125e-05  3.664215e-05
 1.344352e-05 -2.096551e-05 -4.974668e-06  2.068065e-05 -2.937866e-04 -5.609574e-06  9.278493e-06 -1.361522e-05  2.695055e-05  6.847649e-06
 5.421312e-03 -7.359734e-06 -1.051408e-04 -5.148622e-05 -3.780484e-06 -1.998530e-07  6.923385e-07  1.038702e-04  2.005355e-03  8.101170e-07
 1.935938e-06  2.369959e-06  1.954793e-05 -1.905453e-05  1.149310e-04 -2.711536e-03 -2.025390e-04  1.184097e-04  1.552725e-04 -8.448981e-05
-4.514403e-05 -3.647577e-03 -2.980892e-05 -1.300356e-03  2.763291e-05  4.909773e-04  1.133842e-04  1.282412e-05 -3.116935e-05 -3.979774e-05
 3.873558e-05 -1.120246e-05  4.329327e-06 -1.310672e-05  2.435605e-06  5.284095e-05  9.877491e-05  1.888607e-05 -1.305488e-02  3.192176e-02
 1.163853e-05 -1.907522e-06  1.362663e-06  3.537226e-07  6.062588e-06 -2.622589e-06  1.325272e-05 -5.364194e-06 -1.206863e-05  2.086208e-05
 4.741108e-05 -2.753235e-02  3.067439e-06  3.575399e-06  9.311721e-07 -8.147050e-07  5.002363e-06 -5.696084e-03  7.216489e-07 -3.008972e-07
-3.448687e-06 -3.562348e-06 -3.259723e-02  7.910660e-07  1.063549e-02  4.750078e-04  1.588258e-07  7.088748e-03  8.979213e-05 -3.660649e-03
-1.109045e-07 -3.689106e-01  2.464051e-05 -3.846111e-06  1.746766e-03  1.236447e-01 -1.194323e-01  5.141120e-06  8.739752e-01 -4.546000e-06
-7.751495e-05  5.086145e-06 -2.124056e-01  1.310567e-01 -3.847441e-05 -2.505018e-05 -9.910796e-03 -2.517597e-02  7.999152e-06  8.106534e-04
 4.776367e-06 -1.936304e-06 -1.541816e-02 -4.909112e-02  5.182721e-06 -5.741357e-03  4.749689e-06 -7.483131e-05 -6.846597e-04 -2.195392e-02
 2.773807e-02 -1.573589e-05 -3.490192e-07  1.189876e-02 -4.359891e-06  1.154967e-02  2.151018e-02  1.171853e-04 -2.169434e-05 -6.947020e-06
 2.453326e-07  1.253348e-03 -1.098130e-06 -5.060572e-06 -2.643666e-03 -4.815546e-07 -8.285056e-08 -5.119471e-04 -7.817311e-08 -3.037180e-06
 2.921947e-07 -7.026901e-07 -2.322761e-04  1.088520e-06  2.025007e-03  2.047368e-08  9.126010e-05 -3.102689e-07 -7.385484e-05 -5.575688e-07
 2.121209e-05 -4.076351e-04  2.371722e-07 -5.379540e-09  5.445580e-05 -5.208486e-05 
  MODE     101
-6.972942e-06 -5.576066e-07  7.268037e-07 -4.713093e-05 -8.855418e-06 -4.082174e-05  6.908684e-06 -1.542033e-05  1.477398e-05  4.051234e-05
 3.132813e-05 -1.903464e-04 -2.816893e-05  2.376956e-05 -2.328737e-03 -1.149893e-04  1.051745e-05 -5.004019e-05 -9.724424e-05  2.906543e-05
 2.391596e-03 -8.761583e-06 -1.390065e-04 -9.415740e-05 -1.068682e-05  1.274254e-07  4.409116e-07  1.726549e-04  7.774722e-03  9.094271e-07
 3.137000e-06 -3.539347e-04  2.197698e-05  9.953225e-05  1.325594e-04 -5.288645e-03 -7.102773e-03  1.701024e-04  2.177434e-04 -4.461638e-04
-5.782922e-05 -1.027498e-02 -3.579282e-05 -6.970296e-03  3.368534e-05  5.595945e-03  1.585636e-04 -7.111139e-05 -1.540253e-02 -4.953596e-05
 1.642666e-05 -1.067067e-05 -1.641883e-05 -1.464340e-05 -1.771218e-05  6.781643e-05  9.372113e-05  3.189135e-05  1.809066e-03 -4.544443e-02
 1.133329e-05  9.980680e-06  2.525909e-06 -7.723167e-07 -3.599407e-06  1.333736e-05  8.609206e-06  1.357294e-06 -5.580968e-06  2.560146e-05
