BEGIN_BASIC_INFO
  52  # num of atoms 
 156  # num of modes 
END_BASIC_INFO

BEGIN_DATA_1
  BEGIN_DESCRIPTION_1

                 2         2
                  2       2
                   2     2
               D2  |2   2
                   | 222
                   |  |
                   |  |
              1    |  | 1
               1   |  |1
                1  |  1
                 1 | 1  D1
                  111

    Q1 = S(1 <- 2) Q2 + D2
    Q1 = S2        Q2 + D2
    Q2 = S(2 <- 1) Q1 + D1
    Q2 = S1        Q1 + D1
    n              : index of mode, from 1 to 3n
    m              : index of mode, from 1 to 3n-6
    sym            : irreducible representation
    freq   (cm-1 ) : frequency
    D      (a.u. ) : displacement of mode
    delta  ( 1   ) : dimensionless projection, delta = D * SQRT(freq)
    HR     ( 1   ) : Huang-Rhys factor, HR = 0.5 * delta^2 
    lam    (cm-1 ) : reorganization energy, lam = HR * \hbar * freq
	ZPE1 (Ground ) :   93747.9785898 cm-1
	ZPE2 (Excited) :   93273.3384473 cm-1
	ZPE2 - ZPE1    :     -474.6401425 cm-1
  END_DESCRIPTION_1
  BEGIN_OUTPUT_1
============================================================================================================================================
   n   m sym1   freq1         D1     delta1        HR1       lam1 sym2   freq2         D2     delta2        HR2       lam2    g    e   S(g,e)
 4.239969e-05 -2.039410e-06 -4.603043e-06 -1.573499e-05 -6.334359e-05 -3.136941e-04 -3.454390e-05  2.040115e-04 -1.543530e-04 -6.577036e-04
 8.504389e-05 -1.614625e-04 -3.140738e-05  1.309830e-03  1.005104e-06  4.101082e-04  2.849770e-03  4.055790e-04  7.914773e-04 -4.262485e-04
 2.381747e-05  4.004665e-04 -8.049299e-04 -2.590782e-04  1.519753e-04 -3.341480e-06 -1.021684e-06 -2.667486e-04  5.168497e-05  1.027768e-06
 9.773235e-06 -1.465828e-03 -2.988379e-03 -6.548186e-04  7.095486e-04  1.758105e-04  4.409689e-04  7.115176e-04  1.083125e-03 -7.252430e-04
-2.943466e-03 -2.081235e-04 -2.634140e-03 -4.017797e-05  1.012439e-03 -1.159902e-04 -4.954831e-04  4.585747e-04 -1.692822e-05 -1.693250e-03
 4.124901e-04 -2.307307e-04  1.283961e-04  6.051690e-05  6.623382e-05  4.393342e-04  8.466508e-04 -2.694279e-04  1.036618e-05 -3.036822e-05
-8.184930e-03 -6.578730e-05  6.722514e-06 -2.638595e-06 -1.339311e-02 -7.118438e-05 -6.804257e-05 -4.931534e-05  1.401355e-03 -2.000208e-04
 3.590048e-04  5.761666e-05 -8.699158e-06 -2.218028e-05 -1.221854e-06  4.205569e-06 -7.918090e-03 -6.865789e-06 -6.532391e-06  8.589944e-06
-1.746937e-05 -1.393192e-05 -7.699230e-06  2.147090e-02  1.289317e-05  7.634901e-06  9.160856e-03 -4.412437e-06  1.603705e-04 -5.761775e-05
-4.655328e-02 -2.243774e-05 -3.016067e-02  2.167753e-04  5.769494e-06  3.767063e-06 -1.440185e-06  7.497647e-03  1.156463e-05  4.374529e-03
-5.725826e-04 -1.406325e-02  1.913991e-05 -1.826579e-05  3.407002e-02 -7.964645e-06 -1.289013e-04 -1.125608e-05 -1.254446e-02  1.746467e-05
-1.832856e-03 -2.889267e-02 -5.452109e-06  1.597828e-06  5.296495e-02 -4.680994e-06  1.085142e-01  2.269919e-02 -3.150726e-03  9.638910e-06
-5.606224e-06  4.496855e-06  1.130410e-02 -2.455379e-05 -3.690959e-02 -4.422507e-05  4.929344e-05  8.322710e-05 -7.839859e-04 -3.091244e-01
-6.104509e-01  9.195231e-05 -2.610795e-01  6.613384e-01 -5.227358e-06  2.488678e-02 -2.293580e-03  3.700304e-07 -2.374425e-04  6.062291e-07
-3.448300e-05  4.646430e-04 -1.563091e-06 -2.522073e-05  5.835559e-08 -4.119734e-03  1.382206e-07  3.407722e-04 -1.536809e-06  1.069578e-05
 2.311626e-06 -3.405255e-07 -3.458555e-05  3.923859e-04 -4.504276e-07 -1.505326e-07 
  MODE     133
-1.264710e-05 -1.403219e-06  1.823483e-06  4.089013e-06 -9.514672e-06 -3.013344e-04  3.822769e-05  1.942476e-04  5.436572e-05  4.459838e-05
 7.414354e-05 -6.209902e-05 -1.849603e-05  2.391524e-05  8.314419e-04  4.021410e-04  9.794116e-06 -1.697563e-04  7.342881e-04  1.413418e-04
-5.985947e-04 -9.086445e-06 -6.720510e-04 -4.715848e-05 -7.903468e-06 -3.802573e-06 -1.033227e-06  2.726135e-04 -7.551840e-04 -4.249738e-06
-6.190914e-06 -1.410993e-03  2.625221e-05 -6.067698e-04  1.258697e-04 -6.366865e-04  1.254464e-03  8.394543e-05  8.703244e-04 -7.935552e-04
-5.146177e-05 -3.604527e-04 -3.408585e-05  4.773180e-05  3.296593e-05 -2.243274e-04  3.271827e-04  4.348018e-04  2.134925e-03  4.805000e-05
 3.545440e-04  2.010723e-05  1.133990e-04 -3.741681e-05  6.511268e-05  1.557586e-05  7.053555e-04  9.517048e-05  3.074834e-03  1.445589e-03
 1.866774e-05 -5.885005e-05  6.107528e-06 -9.520067e-07  1.216633e-05 -6.939661e-05  3.070919e-05 -4.235335e-05 -6.711584e-06  3.935745e-06
 2.960570e-04  2.353667e-03  4.200540e-06  1.120349e-05 -2.607368e-07  1.327345e-06  4.138497e-06 -9.505572e-03 -3.808806e-06  1.622042e-05
-1.610600e-05 -5.847430e-07 -1.298275e-04  1.879393e-06  4.779617e-03 -7.448880e-03 -3.347976e-08  1.814004e-02  1.461758e-05  6.010913e-05
 2.132012e-05  3.773728e-03  9.356080e-06 -1.155549e-06 -6.931835e-05 -2.303089e-03  7.045436e-03  5.712248e-07 -1.566486e-03 -2.967439e-06
-5.670508e-07  6.902682e-06 -2.582976e-03  1.111758e-02 -1.747305e-05 -3.331684e-05 -7.331580e-04 -9.271395e-03  1.107123e-05 -7.308586e-05
 8.584558e-06  1.361047e-05  1.668896e-02  1.994526e-02 -2.994998e-05 -2.436165e-02 -3.049942e-05  1.780867e-04  1.133518e-03  1.904555e-02
-1.949691e-02  1.341236e-02 -1.673384e-05 -1.188635e-03  1.485032e-05 -3.172884e-02  1.077754e-02  1.294007e-03 -6.585461e-05  1.029146e-04
-2.426338e-04  9.977942e-01 -7.468260e-06 -3.105601e-04 -2.400983e-02 -2.625649e-06  8.946470e-07 -4.198415e-05  8.572339e-07  3.531101e-04
-7.461511e-08 -1.590086e-07 -1.605240e-05  2.232182e-07 -1.395633e-04  1.484030e-06 -1.555759e-04 -1.867009e-06 -5.169712e-04 -7.978394e-07
-1.394467e-05 -1.280125e-04 -1.010201e-06 -3.309645e-07 -6.285622e-04 -1.194198e-04 
  MODE     134
 2.636363e-05  6.327352e-07 -4.024437e-06  1.409005e-06 -8.567640e-05  9.651108e-05 -4.586302e-05 -6.227135e-05 -9.988168e-05 -9.538161e-04
-7.767075e-06  1.165550e-05 -2.005634e-06  2.108344e-03 -5.368354e-09 -1.192649e-04  1.899307e-03  2.955834e-04 -2.117421e-04 -2.662847e-04
-2.208684e-06  1.398499e-03  1.682026e-04 -7.328694e-05  1.059165e-03  3.358562e-06 -1.105095e-06 -3.056251e-04 -4.954288e-06  2.790528e-06
 2.795035e-05  4.356160e-04 -3.572606e-03  1.778748e-04 -1.760076e-04 -1.597688e-05 -3.776847e-05  2.283049e-04 -1.946049e-04  2.695767e-04
-4.018070e-03  1.575080e-05 -2.453087e-03  1.300598e-06  1.120945e-03  8.056215e-06 -4.432304e-04 -1.044064e-04  3.746044e-06 -4.686715e-03
-8.800652e-05 -1.061728e-04 -2.690960e-05  5.712421e-05 -9.709029e-06  1.663206e-04 -1.698797e-04 -1.700777e-04 -1.022980e-06  3.145408e-06
-5.809441e-03  1.002243e-05 -1.518752e-07 -1.533933e-07  1.528620e-04  2.325384e-06 -5.427167e-05  1.193313e-05 -7.061326e-03 -8.481553e-05
-7.132055e-05 -7.363322e-06 -4.151701e-06 -1.385265e-05  1.594623e-06 -1.486428e-06  5.772122e-03  6.994400e-07  4.302051e-06 -3.452341e-06
 1.380104e-06 -3.648755e-06  2.344697e-06 -3.568800e-03  2.057462e-06 -3.374421e-06 -4.595800e-04  7.397061e-06  3.074661e-04  9.166867e-06
-5.006754e-02 -1.779841e-06 -1.121989e-02 -2.356584e-05 -1.655565e-06  4.371655e-07  9.070382e-07 -1.392101e-03 -1.956410e-07  4.542978e-04
 6.447988e-04 -1.417284e-02 -3.825895e-06 -5.517303e-06  2.741240e-02 -1.037366e-04  2.108577e-05  7.480698e-06 -2.788446e-02 -9.769519e-06
-3.799135e-03 -4.085405e-02  7.919121e-06  4.339294e-06  6.342071e-02 -6.241400e-06  1.524367e-02  2.706465e-03 -3.885359e-04  7.085575e-06
 5.037450e-06  1.982517e-06  3.185216e-02  1.132746e-05 -2.232345e-02  1.996299e-05 -4.164764e-05 -4.045149e-05 -5.850101e-04 -1.418638e-01
 7.380204e-01  4.005262e-04  1.138223e-01  6.393364e-01 -5.914810e-06  3.784763e-03 -1.527942e-03 -5.312114e-08  2.123738e-04 -3.175872e-07
-5.982268e-05  1.231819e-03 -6.036529e-07 -1.222785e-04 -1.706273e-07 -2.807605e-03  1.410885e-08 -3.102250e-04  1.187626e-06 -7.145190e-05
 7.878904e-07  1.797637e-07  2.101526e-03 -4.490051e-04  1.356163e-07 -1.628113e-07 
  MODE     135
-9.677415e-07  8.519773e-06 -1.190313e-06  5.005857e-05  5.965727e-05  1.303458e-03 -8.864720e-05 -8.410795e-04 -2.863439e-05  9.676956e-05
-3.423924e-04  5.087904e-04  9.347972e-05 -1.010516e-03 -2.751860e-06 -1.747513e-03  1.487758e-03  1.494421e-04 -3.223353e-03 -5.672682e-05
-7.760428e-05 -8.003099e-05  3.010199e-03  4.119417e-04  9.564989e-04  1.757594e-05  3.418897e-06 -6.367240e-04 -1.628172e-04  7.572568e-06
 4.551652e-06  6.122089e-03 -5.590523e-04  2.666064e-03 -7.150403e-04 -5.640909e-04 -1.411796e-03 -9.932918e-04 -3.960438e-03  3.369920e-03
-4.542046e-04  6.657966e-04  2.847607e-03  1.261567e-04 -7.190948e-04  3.705132e-04 -5.861258e-04 -1.916993e-03  4.834696e-05  8.636120e-04
-1.585247e-03  1.690586e-04 -5.237921e-04  5.921891e-05 -2.966727e-04 -4.973729e-04 -3.177402e-03 -4.425686e-05 -2.792895e-05  9.904910e-05
-1.337807e-03  2.705978e-04 -2.955509e-05  4.613762e-06 -5.619610e-04  3.216726e-04 -3.617575e-05  1.889758e-04 -1.029988e-03  1.912510e-04
-1.341477e-03 -1.691423e-04 -5.536813e-06 -1.205118e-05  2.369661e-06 -8.477356e-06  5.616539e-03 -9.582419e-07  1.725817e-05 -5.239963e-05
 7.349958e-05  1.875115e-05  1.095828e-05 -3.770777e-03 -4.288160e-05 -2.662338e-05 -3.085352e-03  2.147906e-05 -6.928228e-05  1.993808e-04
-6.014012e-03  8.992648e-05 -2.091016e-03 -8.142958e-05 -1.510102e-05 -2.183610e-05  1.555333e-05 -8.560771e-03 -4.067388e-05 -1.225299e-02
 1.558740e-03 -1.942365e-03 -6.564606e-05  1.247270e-04 -8.670811e-03  1.525456e-04  4.086158e-04  1.435467e-05 -1.451643e-02 -8.369880e-05
-2.122936e-03 -1.397294e-02  4.791047e-05  4.510881e-05 -8.987671e-03 -7.035826e-06 -3.234202e-02 -7.400150e-03  7.764433e-04  1.020794e-05
-2.323363e-05 -8.913707e-06  1.329310e-03  3.029712e-05 -9.279050e-03 -3.381264e-05  1.911737e-05 -2.683157e-04 -3.828491e-04  3.726803e-02
-2.804979e-02 -1.940521e-05  2.074018e-02  4.219155e-02 -6.806251e-04 -9.967311e-01 -4.392821e-04 -4.138096e-07  7.812107e-04 -1.300198e-06
 9.978544e-04  1.234898e-03  4.621734e-06 -1.079875e-04 -1.111377e-06 -9.213709e-05 -1.672876e-07 -5.698471e-04  2.132944e-06 -5.607913e-05
-7.217079e-06  6.397685e-07  9.833693e-04 -5.874768e-04  1.727266e-07 -2.182885e-07 
  MODE     136
-1.916972e-05 -1.117780e-05  4.129082e-06 -5.992851e-05 -6.759684e-05 -1.724578e-03  1.409173e-04  1.113684e-03  1.176256e-04  3.152887e-04
 4.468661e-04 -5.576821e-04 -1.084756e-04  1.800256e-04 -1.020606e-03  2.308262e-03  7.638071e-05 -4.095463e-04  4.254535e-03  2.971558e-04
 3.566290e-04 -6.516050e-05 -3.945012e-03 -4.626714e-04 -6.036770e-05 -2.994623e-05  2.415599e-06  1.043822e-03 -2.301613e-04 -2.195908e-06
-4.755978e-06 -8.094613e-03  1.735440e-04 -3.509789e-03  9.309794e-04  6.191590e-04  1.425850e-03  1.072763e-03  5.168518e-03 -4.477460e-03
-3.905859e-04 -3.105760e-03 -2.534541e-04 -1.623679e-03  2.442828e-04  3.978112e-04  1.085242e-03  2.519959e-03 -3.697601e-03  3.344859e-04
 2.076063e-03 -1.297541e-04  6.864500e-04 -1.121948e-04  3.872084e-04  4.984882e-04  4.157322e-03  1.961514e-04  2.347639e-03  1.068642e-03
 1.060387e-04 -3.556316e-04  3.833118e-05 -4.773992e-06  7.596028e-05 -4.149741e-04  8.890344e-05 -2.504178e-04 -6.329195e-05 -1.741073e-04
 1.753492e-03  3.880284e-03  1.460428e-05  3.182839e-05 -8.164833e-06  1.491387e-05 -2.406025e-06 -4.672980e-03 -2.506528e-05  7.253802e-05
-9.506582e-05 -2.121759e-05 -3.668414e-03  2.821520e-05 -1.862124e-03  9.307816e-04  9.900459e-06  2.971782e-04  1.280033e-04 -1.792709e-04
-1.543940e-05  2.102011e-03 -1.671900e-06 -9.654760e-06 -2.127763e-05 -6.827379e-03  6.588587e-03  4.763491e-06  2.728818e-03 -1.304722e-05
-5.971294e-06 -7.344901e-08  4.057426e-03  2.618536e-02 -4.338844e-06 -2.449962e-04 -1.973710e-03 -3.166709e-03  2.407417e-05  3.669505e-04
 5.024554e-05 -2.369664e-05  2.462066e-02  2.272541e-02  8.162033e-06 -4.495799e-03 -1.591501e-05  4.135271e-04  1.731108e-03  2.151594e-02
-1.956635e-02  1.775813e-03 -5.277682e-06 -1.280027e-02  7.981591e-05 -1.619311e-02  1.830269e-02  6.280136e-04 -1.624112e-04 -3.103337e-07
 2.710224e-05 -2.694781e-02 -2.042330e-05 -2.997711e-05 -9.977934e-01  6.788383e-04  5.701427e-07 -1.704900e-04  1.495981e-06  7.500393e-04
-1.086293e-06  2.806486e-08  1.074808e-04  2.058681e-06 -1.056092e-03 -1.187498e-07  5.600620e-05 -1.475835e-06 -5.159244e-04 -5.098811e-06
-2.020785e-05  5.189599e-04 -1.392479e-06  2.452825e-07 -3.712576e-04 -8.361226e-04 
  MODE     137
 5.384572e-07  1.340321e-07 -7.876577e-08  5.901604e-07  1.676980e-08  1.604163e-05 -1.730471e-06 -1.038408e-05 -2.321066e-06 -3.260035e-05
-4.320885e-06  5.889839e-06  1.096535e-06  4.526021e-05 -6.492866e-09 -2.190448e-05  1.187871e-04  7.010023e-06 -3.976758e-05 -6.093154e-06
-9.278668e-07 -5.794443e-05  3.633340e-05  3.206962e-06  1.019997e-04  1.860965e-07  8.165816e-08 -1.286253e-05 -1.840212e-06  2.071263e-07
 8.444227e-09  7.559871e-05 -6.556027e-05  3.267122e-05 -6.395817e-05 -6.566670e-06 -1.643652e-05 -6.722151e-06 -4.816033e-05  4.280646e-05
-1.436852e-04  7.719250e-06 -1.676438e-04  1.447206e-06  4.071006e-05  4.322621e-06 -1.478365e-05 -2.384175e-05  5.311359e-07  3.779042e-06
-1.940013e-05 -1.721592e-07 -6.671422e-06  1.363895e-06 -4.544634e-06 -2.357654e-06 -3.864562e-05 -3.936749e-06 -3.255937e-07  1.097775e-06
-2.295530e-04  3.919270e-06 -3.860912e-07  2.229026e-08 -2.025728e-04  4.200456e-06 -1.335959e-06  1.816415e-06  1.034726e-04  5.309574e-07
-1.630227e-05 -2.045200e-06 -2.538282e-07 -4.520666e-07 -1.282389e-08 -3.040165e-08 -1.957631e-05 -5.610359e-08  3.105724e-08 -6.214935e-07
 9.271887e-07  9.053225e-08  8.970426e-08  1.826819e-04 -4.966431e-07 -3.610527e-07  7.717264e-05  3.243841e-07  2.867900e-06  2.396825e-06
-1.765488e-04  1.164544e-06  1.483626e-04 -2.007190e-06 -1.910898e-07 -4.607011e-08  8.630563e-08 -5.647864e-05 -3.382401e-07 -5.787077e-04
-3.319345e-05 -2.321408e-04 -7.769941e-07  1.514835e-06  5.317809e-04  3.537285e-06  4.769256e-06  1.342156e-07 -3.042873e-04 -1.069171e-06
-4.409599e-05 -7.148017e-04  5.606744e-07  3.749825e-07  2.250409e-04 -9.903078e-08  7.363070e-04  1.464309e-04 -2.414290e-05 -3.403165e-09
-1.763474e-07 -6.778665e-08  6.336203e-05  3.475655e-07 -1.467370e-04 -6.249856e-07  2.941496e-07 -2.677754e-06  2.559907e-05 -1.536097e-03
-7.949657e-05 -8.436916e-08 -5.080803e-04  1.747124e-03  4.589881e-07 -4.138762e-04  9.981941e-01 -6.825524e-05 -2.910802e-04 -2.062712e-06
 5.282518e-03  1.249477e-02 -5.546503e-06 -7.971328e-04 -8.945903e-06  5.851166e-02 -7.633040e-07  1.059039e-04  8.741378e-07  8.982689e-06
 6.652782e-07  9.736343e-06  3.061288e-04 -1.909913e-04  6.417625e-07  6.514669e-07 
  MODE     138
 2.458574e-05 -3.399017e-08 -3.920325e-06 -2.697490e-06 -6.614218e-06 -1.733121e-06 -3.438755e-05  2.199880e-06 -9.482234e-05  3.112535e-05
 4.904487e-06 -1.331313e-05 -6.490888e-06  1.857567e-05  4.076725e-05 -1.528167e-06  8.249191e-06  2.639320e-04  1.732691e-05 -2.608747e-04
 1.381185e-04 -7.446804e-06 -5.606530e-05 -9.525644e-05 -7.895184e-06 -5.372254e-07  2.855875e-07 -2.496584e-04 -1.312177e-05  1.090874e-06
 8.833931e-06 -1.203685e-05  1.841958e-05 -1.489510e-05  1.020539e-04  4.776808e-05  1.129561e-04  2.832757e-04  8.655157e-05  3.729676e-05
-4.331425e-05  6.843324e-05 -2.788412e-05 -6.202280e-06  2.526285e-05 -1.422157e-05 -3.802842e-04  1.096247e-05  1.173463e-05  3.651751e-05
 2.352795e-05 -1.133430e-04  3.902760e-06  4.512373e-05  1.166958e-06  1.911942e-04  5.714158e-05 -1.664270e-04 -1.439385e-04  5.420596e-04
 1.069593e-05 -1.349088e-06  1.411000e-07 -1.198226e-06  7.482590e-06 -2.068133e-06 -4.664536e-05 -1.434413e-06 -6.203416e-06 -9.259512e-05
 2.441151e-05  4.585456e-05 -5.710217e-06 -1.494531e-05 -1.811125e-07  1.615675e-06 -2.646284e-07  2.107048e-06 -1.675002e-07  5.777086e-07
-1.916290e-06 -5.375165e-06  1.017206e-03  2.630429e-06  9.110760e-05  1.532782e-04  8.165471e-07 -1.516427e-04  1.489877e-05 -2.238911e-05
-1.791535e-06 -7.141977e-04 -4.252994e-07 -1.074619e-06  3.861712e-06  2.572159e-05 -1.708001e-04 -2.618226e-07  5.873083e-04 -1.895506e-06
-1.200596e-06 -3.824403e-07  1.093888e-04  5.110831e-04 -1.234846e-06 -3.021043e-05 -4.276476e-05 -1.370137e-04  9.572636e-07 -2.243159e-06
 5.752629e-06 -2.909387e-06  5.137308e-05  6.332211e-04  3.748192e-07  2.473038e-03 -4.804453e-06  2.481814e-05  3.682071e-05  1.387531e-03
-1.505139e-03 -2.302902e-04 -6.575746e-07  2.098209e-04  6.521813e-06 -4.470497e-04  6.197474e-04  1.511809e-05 -1.923564e-05  1.947989e-06
 3.657842e-07  3.091482e-05 -1.245287e-06  1.548195e-07 -8.110757e-05 -2.637247e-07  6.708414e-05  9.982125e-01 -1.411581e-05 -6.622652e-03
 3.132745e-06 -5.639066e-06 -3.590102e-03  1.638063e-05  3.073571e-02  1.678254e-05 -8.224032e-05 -6.904634e-06 -8.035988e-04 -3.539691e-06
-3.746839e-05  5.055472e-02 -7.500229e-07 -1.585407e-06 -1.246071e-03 -4.460441e-04 
  MODE     139
-4.058628e-06  2.168700e-08  6.343700e-07  4.021267e-08 -4.614824e-07 -7.537801e-06  6.100727e-06  4.800888e-06  1.583325e-05 -1.292381e-06
 1.238105e-06  9.246332e-07  5.652997e-07 -8.595454e-06 -2.401136e-10  1.064889e-05  6.101024e-06 -4.452007e-05  1.655608e-05  4.326198e-05
-7.724862e-08  1.513883e-05 -9.128868e-06  1.342798e-05 -2.070408e-06 -7.134116e-07  2.177548e-07  4.490168e-05 -3.135271e-07 -2.549001e-07
-1.701105e-06 -3.487881e-05 -3.820321e-06 -1.353071e-05 -5.552619e-06 -8.066073e-07 -1.947191e-06 -4.070031e-05  9.499480e-06 -2.633349e-05
-1.470015e-05  8.867865e-07  3.214531e-05  1.877128e-07 -1.001959e-05  5.075219e-07  6.616796e-05  9.852979e-06  8.591808e-08 -9.889742e-06
 5.705172e-06  1.777378e-05  2.649296e-06 -7.902369e-06  1.706882e-06 -2.835247e-05  9.712719e-06  2.750369e-05 -2.560743e-09  1.677957e-07
 1.329108e-05 -1.299726e-06  2.583207e-07 -5.500285e-07 -2.519937e-05 -1.574462e-06  7.933853e-06 -8.012973e-07  3.337475e-05  1.442234e-05
 4.122240e-06 -3.168381e-07  9.579776e-07  2.410140e-06 -2.435743e-07 -1.488630e-06 -9.024672e-05 -1.330033e-07 -5.260037e-08  4.179433e-07
 4.607972e-08  4.885472e-07  2.724109e-08  1.288169e-04 -7.041395e-08 -3.181848e-08  4.792667e-05  2.483050e-07 -2.980630e-06  3.139422e-08
 4.365392e-05  1.526042e-08  9.167397e-05 -1.769573e-05 -6.279768e-07 -6.941017e-08  5.771427e-08  8.236807e-05 -2.849057e-08  1.746416e-04
-1.945317e-05 -1.395094e-04  1.560522e-07  1.617352e-07  1.233784e-05  1.869778e-05  8.407595e-08  9.354459e-08  7.052384e-05 -1.559385e-07
 8.247350e-06  1.076407e-04  3.048509e-07  1.081459e-07  1.261193e-04 -8.398174e-08  1.633912e-04  4.147559e-05 -6.186948e-06 -4.168760e-08
-1.711077e-07  8.416614e-08 -2.381113e-04  1.088408e-07 -2.527926e-05  5.678932e-08 -1.151292e-08 -5.688168e-07 -1.771609e-05 -7.571929e-05
 3.285522e-04 -3.199589e-07 -4.975493e-05 -6.627636e-05  7.104456e-07 -8.407927e-04 -9.987934e-05  1.129632e-05 -9.996239e-01  3.534492e-03
-1.070841e-02 -1.357045e-02  1.969790e-05  3.291901e-03 -6.517650e-05  5.707087e-04 -1.772282e-05  1.268872e-02 -7.350334e-05  2.860594e-03
-3.001805e-05  8.593477e-07 -2.111202e-03 -1.597641e-02  3.175988e-05  8.267837e-06 
  MODE     140
-8.390762e-07  8.996688e-08  1.411565e-07 -1.266586e-06  4.798121e-09 -4.839734e-06  1.474260e-06  3.143155e-06  3.263723e-06 -3.487529e-08
 1.128446e-06 -1.649943e-06 -1.221110e-07 -1.419186e-08  6.506543e-07  6.492272e-06 -3.874575e-08 -9.328514e-06  1.146378e-05  8.876707e-06
-2.354477e-05  2.371371e-08 -9.324991e-06  1.645811e-06  8.027658e-08 -1.116931e-07 -3.705119e-07  1.076140e-05  3.309329e-07 -1.025704e-08
-4.674892e-07 -2.250571e-05 -5.995773e-08 -9.501506e-06 -5.589681e-07  1.510159e-05  8.313615e-07 -5.704909e-06  1.195084e-05 -1.377607e-05
 2.690945e-07 -1.130721e-05  1.550812e-07 -1.447752e-05  4.228550e-08  1.293231e-05  1.481588e-05  6.724017e-06  3.669655e-05 -1.646772e-07
 4.984585e-06  3.025592e-06  1.882601e-06 -1.748961e-06  1.064722e-06 -4.458394e-06  1.014864e-05  5.598148e-06 -5.686058e-06 -7.493857e-07
-1.872168e-08 -9.386488e-07 -5.267539e-07  8.423717e-08  2.974508e-08 -1.151058e-06  1.753470e-06 -6.189842e-07 -2.724663e-08  2.236420e-06
 3.882025e-06  1.596143e-05  1.985055e-07  4.989545e-07 -1.485954e-06 -5.909129e-08  1.757076e-07 -8.030093e-05 -8.048698e-08  1.492551e-07
-5.008635e-07  2.863092e-07  1.525713e-05 -1.104434e-07  3.056042e-05 -8.743900e-05  5.927314e-08  2.108511e-04  1.250895e-08  4.287500e-07
 1.987541e-08 -3.764231e-05 -1.131228e-07  5.189301e-07  1.741798e-05 -2.514626e-05  7.142433e-05 -1.184143e-07 -1.481567e-05 -1.597257e-07
 2.771498e-08  1.263159e-07  1.434371e-04  1.173090e-04 -9.227383e-08  3.837024e-08  9.473831e-06  3.742196e-05  6.405383e-08  1.348264e-06
-1.478413e-07 -4.980458e-08  1.835049e-04  1.570465e-04 -2.760218e-07 -9.544066e-05 -3.046339e-08  2.235056e-06  1.735826e-05  1.406953e-04
-1.656563e-04  2.409929e-04  3.743219e-07 -2.173745e-05 -5.490518e-08 -7.078951e-05 -4.570343e-05  2.104422e-05 -3.286566e-08  2.206790e-07
-3.683783e-07 -3.188463e-04  6.068545e-08  1.980047e-07  7.920331e-04  9.652590e-07  3.917334e-06  6.910082e-03  3.535864e-03  9.997165e-01
 5.875230e-05 -6.861352e-05 -1.298220e-03  1.082290e-05 -8.611683e-03  2.294048e-06  2.812741e-03 -5.639264e-05 -1.274538e-02 -6.660790e-05
-2.746840e-03 -1.665769e-04  1.984787e-05  2.590556e-05  1.578439e-02 -1.765122e-03 
  MODE     141
 1.077367e-05 -2.214196e-07 -1.340697e-06 -1.456952e-06 -1.465339e-05 -1.002218e-05 -1.397251e-05  6.531521e-06 -4.110356e-05  1.008344e-04
 4.093656e-06 -1.452087e-05 -3.638994e-06 -3.041353e-05 -1.252286e-07  1.279774e-05 -9.499173e-06  1.136219e-04  3.148060e-05 -1.127256e-04
 1.954966e-06 -1.041743e-04 -4.513285e-05 -4.462003e-05 -5.208893e-05  5.577983e-07 -7.193975e-07 -1.039310e-04  4.825108e-06  3.677994e-07
 4.495427e-06 -5.202609e-05  2.441323e-04 -2.649996e-05  9.807459e-05  1.514079e-05  3.815145e-05  1.300168e-04  6.596459e-05 -1.030559e-05
-8.990317e-05 -1.787905e-05  8.629743e-06 -3.553063e-06  2.827451e-05 -1.015277e-05 -1.610085e-04  1.928973e-05 -1.078480e-06  7.679377e-06
 2.209986e-05 -5.036712e-05  4.749914e-06  1.947881e-05  2.001805e-06  8.653094e-05  4.817047e-05 -7.139361e-05  8.769552e-07 -2.532337e-06
 4.799693e-05 -2.862837e-06  1.538403e-07 -2.796653e-07  1.956786e-05 -2.976494e-06 -2.025569e-05 -2.637966e-06  4.329988e-04 -4.143166e-05
 2.054208e-05  4.998044e-06 -2.342195e-06 -6.225446e-06  4.210854e-07  1.958437e-07  1.290909e-05  2.256805e-07 -2.255762e-07  2.991840e-07
-1.213348e-06 -2.395161e-06 -2.061781e-07 -2.498963e-04  8.140718e-07  1.093849e-06 -7.532072e-05 -5.385611e-07 -4.116740e-05 -5.736445e-06
 6.333089e-04 -2.362916e-06 -1.795570e-04 -1.811670e-05  4.286957e-07  3.601477e-07  5.158233e-07  4.843443e-05  1.174577e-06  5.851754e-05
-1.174916e-04 -2.341710e-04  2.266909e-06 -3.137060e-06 -1.010133e-03 -5.258879e-05 -1.062466e-05 -4.369727e-07  5.979829e-04  2.684827e-06
 1.267800e-04  1.079253e-03 -1.129187e-06 -7.525459e-07 -3.846822e-04  2.039608e-07  8.622317e-04  2.124191e-04 -2.313899e-05  3.494660e-08
 5.952798e-07 -3.112583e-07  1.388573e-04 -1.239720e-06 -9.215461e-04  7.924469e-07 -1.120068e-07  5.594603e-06 -5.950065e-05  1.932178e-03
 8.096407e-05  2.373673e-07  4.830477e-04  1.836705e-03 -1.904420e-07 -1.263532e-04  4.800817e-03 -1.091353e-05  3.841894e-03 -1.044117e-04
 6.238837e-01 -7.775433e-01  2.853241e-04  3.674004e-02  1.091170e-04  2.800955e-02 -5.234859e-05 -1.710578e-03 -6.523649e-05 -1.472888e-04
